,mean_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_pauses,silence_duration,gender_female,gender_male,ethnicity_Other,ethnicity_arabic,ethnicity_english,ethnicity_igbo,0
16,1492.3733,0.0281671936835973,0.0924938935358299,0.0092670006294405,0.1222359367363147,1778.6743438038593,234.90767045,-76.19668636506479,69,1,23.7518820861678,True,False,True,False,False,False,
17,1346.3811,0.0277059651536534,0.1052070502103027,0.002123569653627,0.1181902017532119,2298.3121973238567,95.703125,-116.8299492870246,69,14,20.31746031746032,True,False,True,False,False,False,
18,1392.2776,0.0194772527358365,0.1007961057490655,0.0047634488786274,0.1808761935763889,2544.6874945104864,123.046875,-100.69382085764856,69,25,17.11310657596372,True,False,True,False,False,False,
19,1482.8053,0.0181650103246375,0.0908017136746659,0.0025085478763895,0.1163202194940476,2410.987288748167,151.99908088,-101.5871722217328,69,12,16.579047619047618,True,False,True,False,False,False,
20,1598.835,0.024688938213743,0.1213294753058713,0.0026329233723482,0.1705131370768424,2873.718334036784,86.1328125,-116.80001349574928,69,31,25.70448979591837,False,True,True,False,False,False,
21,1100.6768,0.022862879582807,0.0910772319436581,0.0119948648100452,0.1251702846208434,2255.3630128799923,172.265625,-74.5720893093079,69,17,24.636371882086166,True,False,True,False,False,False,
22,1409.1815,0.0279504021602611,0.0977951741403923,0.0192868445740948,0.1023982379666011,1678.4637359871929,95.703125,-101.32540379436593,69,51,36.91972789115646,True,False,True,False,False,False,
23,1239.2799,0.0257198491452526,0.0926260098643891,0.0096211532635758,0.0941191652045014,2068.382240458911,117.45383523,-89.40636343379275,69,22,19.22612244897959,True,False,True,False,False,False,
24,1562.6927,0.0386068455247321,0.1659088083292327,0.0033894709541509,0.09466306908084,2126.7565868707206,107.66601562,-102.8664814510251,69,10,19.702630385487527,False,True,True,False,False,False,
25,831.72107,0.0187478047340484,0.1360672318957635,0.0059425806022929,0.0800097131686436,1514.9682142168683,86.1328125,-126.75097889020502,69,54,27.16734693877551,False,True,True,False,False,False,
26,743.32965,0.0425674446077173,0.2166916564154048,0.0061892054699085,0.0433170094209558,1203.367487876451,92.28515625,-33.92195535156645,0,1,2.786394557823129,False,True,False,False,False,True,
27,1298.384,0.0295653337554303,0.1510805692936586,0.0004131482400599,0.0742322198275862,3266.4108993472123,184.5703125,1.107570536717823,4,1,3.353015873015873,True,False,False,False,False,True,
28,1485.7017,0.027122683093517,0.1315746664352076,0.0061613073793412,0.1741209215167548,2915.9497648094875,129.19921875,-94.3078758510702,69,18,20.99083900226757,True,False,True,False,False,False,
29,1720.5541,0.0199549167114282,0.0976225206400505,0.0042773812008932,0.1229699205743618,1935.734137110732,143.5546875,-102.07214558020138,69,25,16.393287981859412,True,False,True,False,False,False,
30,603.6319,0.0361721714352517,0.1867648800832268,0.0080927342784648,0.0462774232376453,1324.3986379241005,135.99917763,-22.70273185371162,12,1,7.616145124716553,False,True,False,False,False,True,
31,918.7067,0.0224237056396797,0.1162572282262686,0.0037146931462003,0.1169168454061685,1672.9751425466056,123.046875,-112.62630023329696,69,46,19.34222222222222,False,True,True,False,False,False,
32,949.5806,0.0280908913980784,0.1673237365635009,0.0003570827710277,0.0574496749543795,1371.0468885394312,99.38401442,-128.23314130704173,0,1,2.507755102040816,False,True,False,False,False,True,
33,1152.361,0.0110321288464718,0.0624258225653628,0.0079333462860514,0.0526398689516129,1921.286648277887,95.703125,0.8863046879471397,4,1,1.4093877551020408,True,False,False,False,False,True,
34,1591.1434,0.0135982573927042,0.0835508392923871,0.0015310012096451,0.19315185546875,3029.449982620445,123.046875,-115.93713133477674,69,50,27.747845804988657,False,True,True,False,False,False,
35,586.74963,0.0237082194223889,0.0760119544134444,0.0028880783363854,0.0457682291666666,1548.359142833246,184.5703125,-54.71353681752575,5,1,1.3226757369614512,False,True,False,False,False,True,
36,656.01,0.0225565684151135,0.1393532171322272,0.0018087593999329,0.0544387529481132,2215.507615737444,161.49902344,-95.21954645451652,0,1,1.9504761904761905,False,True,False,False,False,True,
37,916.3602,0.018690761686245,0.0987191139903531,0.006234849959241,0.0800674149426719,1455.3725839509725,99.38401442,-97.80525892291888,69,17,18.55274376417233,False,True,True,False,False,False,
38,600.034,0.0256855674612206,0.1580370278845438,0.0005540165113879,0.0439934529049295,2078.7052212722792,71.77734375,-23.66438379234793,0,1,1.640907029478458,True,False,False,False,False,True,
39,751.69635,0.0165881911787301,0.1266978775046206,0.0023784066363115,0.0340785435267857,1160.5179271130637,92.28515625,-92.75586930927064,0,2,2.972154195011338,False,True,False,False,False,True,
40,591.33923,0.0166162767755524,0.1175361763870124,0.0033914234393507,0.0867323764534883,2493.930474985455,123.046875,-94.964690289756,4,1,1.9736961451247168,False,True,False,False,False,True,
41,987.25256,0.0217158811533181,0.1095633125456241,0.0008906181619247,0.0394959181882022,1820.916671394653,99.38401442,-149.14378840981013,5,5,2.414875283446712,False,True,False,False,False,True,
42,1154.7188,0.0186303327203987,0.0725239630855507,0.0073153768984038,0.1217925021638776,2079.856581102016,151.99908088,-111.14107192710296,69,40,24.938231292517003,True,False,True,False,False,False,
43,2190.227,0.0198891022922562,0.138879134920126,0.0085044538098524,0.268061367700516,3283.491283998807,129.19921875,-79.58486368868708,69,19,20.433560090702947,False,True,True,False,False,False,
44,1256.5145,0.0229997982039615,0.1122745434292487,0.0067374568683316,0.1049692796188733,1701.1838998700937,161.49902344,-110.40780053481195,69,42,24.543492063492064,False,True,True,False,False,False,
45,1622.2253,0.0201781456159067,0.1022873120957941,0.0120724602049477,0.1937420917301263,2873.8490278607874,143.5546875,-91.42434058827546,69,39,22.453696145124724,False,True,True,False,False,False,
46,1673.8025,0.0160029650310506,0.0971761370743461,0.0026953193870203,0.148241184182363,2212.160450147866,135.99917763,-112.58554993801891,69,37,27.65496598639455,True,False,True,False,False,False,
47,1486.9877,0.0198956663851064,0.0803480061877797,0.0092146560232905,0.1513383365040286,2439.136683005353,95.703125,-77.52053503055208,69,29,21.408798185941045,True,False,True,False,False,False,
48,650.7666,0.0223009678764241,0.0854568017405666,0.0013740011354115,0.0672970333614864,2200.333535780364,143.5546875,-42.30875743773959,5,1,1.679954648526077,False,True,False,False,False,True,
49,1931.98,0.0282138076297642,0.1203332517392953,0.0014919004640223,0.2558578597750194,3550.889718786586,135.99917763,-118.55076435723714,69,10,20.224580498866214,False,True,True,False,False,False,
50,1604.8309,0.0177341153606835,0.119257032673843,0.0030821977906228,0.1300936709817502,2028.858038030884,123.046875,-94.90804886071706,69,11,23.475374149659867,False,True,True,False,False,False,
51,1127.3075,0.0209999056216628,0.1105472117230494,0.0007097278979813,0.0683353611680328,2670.990987206671,123.046875,-81.44430025006173,5,1,2.8105215419501133,True,False,True,False,False,False,
52,1398.0209,0.0181743805917028,0.0610118707231644,0.0118497049993254,0.1311144658670999,2391.615762171092,103.359375,-105.72442588434927,69,56,27.747845804988664,True,False,True,False,False,False,
53,1336.4562,0.0278009246280686,0.1662239955527829,0.000534464554709,0.0796455249451754,2780.9041221299794,123.046875,-76.87935290119084,7,1,2.6241269841269843,False,True,True,False,False,False,
54,1073.184,0.0223531630152222,0.1476663879632303,7.397486259664664e-05,0.0654984085648148,3151.3182401155264,172.265625,-119.5593782155958,6,1,3.1277097505668934,False,True,False,False,False,True,
55,773.14984,0.0219590624369337,0.0994063589498842,0.0035471270334558,0.08241163518209,1903.0708504118245,129.19921875,-114.82370649306652,69,3,31.83455782312925,True,False,True,False,False,False,
56,1123.361,0.0212653455405924,0.0843597213920663,0.0015901233461387,0.0781950370998784,1698.7868366824405,112.34714674,-113.26934986601997,69,32,19.96916099773242,False,True,True,False,False,False,
57,1506.9845,0.0253556652711954,0.1035614715426124,0.0037704262236425,0.197332607763718,3129.0966756634093,135.99917763,-92.46173266500936,69,16,20.038820861678005,True,False,True,False,False,False,
58,1390.4999,0.0227265744445033,0.1097963615520148,0.002147728265864,0.2172562131243139,3350.7005696939714,129.19921875,-95.01226015098578,69,13,17.94902494331066,False,True,True,False,False,False,
59,1290.8384,0.0211763830639413,0.0832694917366569,0.0141948911272683,0.0893362125880281,1973.194236668901,89.10290948,-81.44317363649479,69,20,27.88716553287981,True,False,True,False,False,False,
60,801.12976,0.0154859249686984,0.0775016292047879,0.0121889396042861,0.0494321842783505,2028.861705682872,151.99908088,-40.21276762420635,0,3,1.9504761904761905,False,True,False,False,False,True,
61,628.2387,0.0174653521854462,0.1088187343814569,0.0120676000708492,0.0620528990963855,1633.3266942031098,184.5703125,-48.8847531138496,5,1,1.7033560090702948,False,True,False,False,False,True,
62,1484.4431,0.0244845906856327,0.1500037021327059,0.0006033419570385,0.1765141282126168,2696.2417257701177,123.046875,-123.6722098608906,69,17,19.78340136054421,False,True,True,False,False,False,
63,627.4204,0.0202871236955679,0.1708181188441072,0.00014080361417,0.0743931361607142,3049.271211628028,66.25600962,8.320774006016638,3,1,1.92843537414966,False,True,False,False,False,True,
64,1408.9617,0.014921673654264,0.1092610248298534,0.0031807428093369,0.1284019770060043,2304.3885792735,95.703125,-110.70038781118606,69,18,17.7168253968254,True,False,True,False,False,False,
65,1093.1791,0.0257090545469805,0.1465866151763054,0.0249237894226845,0.0922949832940251,1790.1907319567688,151.99908088,-41.85962762093027,69,1,17.96140589569161,False,True,True,False,False,False,
66,960.6533,0.0108395736043303,0.0720173977454492,0.002062069134111,0.0519177667025862,1806.104720122869,78.30255682,-17.10781011101777,1,1,1.3305668934240362,True,False,False,False,False,True,
67,546.5417,0.017256717334769,0.0631659359176692,0.0256948348599531,0.0387746326958955,2379.4940235295835,215.33203125,-100.1192860167692,4,2,1.7182766439909296,False,True,True,False,False,False,
68,652.2113,0.0160791894487481,0.0885351682164787,0.0036885568619281,0.0439879402281746,1791.5908436132977,151.99908088,-93.73865057238032,0,5,2.6238548752834467,False,True,False,False,False,True,
69,1951.6276,0.0177285919641304,0.071243955470317,0.0463086897264449,0.2333090861095292,3674.10563846087,135.99917763,-63.67072778421559,69,21,25.681269841269845,True,False,True,False,False,False,
70,1445.1453,0.0282168475612477,0.1349825605186855,0.0005541263190632,0.069029792906746,2947.969394895955,123.046875,-98.5705365103604,4,1,2.92562358276644,False,True,False,False,False,True,
71,1101.1001,0.012250121555315,0.0782813547623453,0.0011492384778527,0.0562617860991379,1907.3029631072889,143.5546875,-5.4569688539514845,4,1,1.335283446712018,True,False,False,False,False,True,
72,1527.0673,0.0290737005627274,0.1174583090105741,0.0065623802919176,0.12135011256105,2248.298941101677,112.34714674,-84.89587676044758,69,11,16.764807256235827,False,True,True,False,False,False,
73,1289.8649,0.0151398747582255,0.1420482540981057,0.0003670278863492,0.082943775614754,2991.201818741967,117.45383523,-99.50396171020016,0,1,2.8207256235827662,False,True,False,False,False,True,
74,1632.6,0.0197301544013216,0.134298163687848,0.0010377558753508,0.228877945250249,3601.219811676584,135.99917763,-144.3642371857608,69,15,20.712199546485262,True,False,True,False,False,False,
75,1153.1415,0.0198993425979298,0.1095721216033007,0.0024223244080276,0.1059055821322067,1803.6606056571432,198.76802885,-124.95076145746816,69,28,26.14566893424036,True,False,True,False,False,False,
76,1793.3428,0.0153452743122765,0.1264541867049199,0.0021444976874932,0.247391780155642,3337.0863248947994,117.45383523,-134.09756640650684,69,28,20.526439909297054,True,False,True,False,False,False,
77,1813.698,0.0245578306433347,0.113839462376321,0.0021856286927021,0.1590596417682926,2966.745332996463,161.49902344,-120.02307263627496,69,19,19.15646258503401,False,True,True,False,False,False,
78,976.31445,0.0190647070790678,0.1056770961333025,0.002815681419132,0.075784122242647,2219.526325999006,172.265625,-46.75467734427088,5,1,1.545124716553288,False,True,False,False,False,True,
79,1879.1465,0.0248207407121022,0.1166123501199261,0.00441171141226,0.1429515165441176,2849.64942108558,161.49902344,-100.5332457004752,69,10,17.507845804988662,False,True,True,False,False,False,
80,751.093,0.0209204796873259,0.0828851883641427,0.0266007246301058,0.0734386224856321,1858.0611942203584,129.19921875,-44.55660974875785,5,1,1.7182766439909296,False,True,False,False,False,True,
81,1257.8729,0.0188655673926217,0.102993455088085,0.0039850943556455,0.1399835324754902,2719.117082129096,107.66601562,-87.24367330985805,69,11,20.94439909297052,True,False,True,False,False,False,
82,1185.5566,0.0224897980479119,0.0784054494863221,0.0201940077198405,0.1366036997054712,2428.1585028013824,92.28515625,-84.86515423043228,69,25,23.777233560090703,True,False,True,False,False,False,
83,1285.1583,0.0245225946731098,0.1313057897703986,0.0177571690165913,0.0910749690774156,1495.6119206298133,143.5546875,-62.0620005865514,69,11,17.949024943310654,False,True,True,False,False,False,
84,919.47656,0.0218879574766097,0.1049376559467122,0.0094335802868891,0.0698898087686567,2162.807523403323,161.49902344,-59.57860624049634,2,1,1.486077097505669,True,False,False,False,False,True,
85,1111.962,0.0278177304114512,0.1493238322067151,0.0147880356785164,0.1134566896860095,1751.1975234295642,117.45383523,-80.72898667088236,69,18,23.31283446712018,False,True,True,False,False,False,
86,814.23694,0.0206946112552303,0.1032088246295211,0.0012673293505927,0.055282738095238,1816.2961926269688,215.33203125,-49.68947518458951,0,1,2.4342403628117912,True,False,False,False,False,True,
87,636.9369,0.0150165784741854,0.0948064186285762,0.0020417724388939,0.0282652948943661,1077.8110649797768,129.19921875,2.2017730539069755,0,1,1.6324263038548752,False,True,False,False,False,True,
88,858.7921,0.0201790186144948,0.1071335449838479,0.0046370967917644,0.0821200284090909,2056.380956046475,143.5546875,-57.50873924622625,5,1,1.3852154195011337,False,True,False,False,False,True,
89,707.655,0.0154437607606278,0.0770996599284137,0.0126910138868243,0.0528588388480392,2174.40661401976,99.38401442,-72.5409370280974,4,2,1.7647165532879818,True,False,False,False,False,True,
90,1734.9564,0.0169863337487963,0.0781384653595859,0.0035572035381874,0.2133606868003731,3569.744813335219,151.99908088,-93.93959538201808,69,30,21.43201814058957,True,False,True,False,False,False,
91,961.4172,0.0150072196217958,0.079822657053471,0.0056794448171473,0.1318196614583333,2793.2691992010577,123.046875,-35.35070110713105,3,1,1.3515192743764173,True,False,False,False,False,True,
92,814.6394,0.0141753895214763,0.0734629303380793,0.0015274687036895,0.1259297410102739,2689.306198269784,107.66601562,2.0286215854178287,2,1,1.694875283446712,True,False,False,False,False,True,
93,1343.7758,0.0242091529881117,0.12353370769195,0.0038436398676692,0.1445636478080568,2534.038671834629,107.66601562,-105.51446789795686,69,15,19.690521541950115,True,False,True,False,False,False,
94,591.2329,0.0169304701522212,0.0904971801263311,0.0016721827925965,0.0385577598314606,1512.3585876374218,112.34714674,-29.83637312774889,0,1,2.00249433106576,True,False,False,False,False,True,
95,1549.9761,0.0167152548722325,0.0973974914526258,0.0057120481101584,0.0848889802631579,3285.4074370425465,129.19921875,-22.66772777820295,5,1,1.4628571428571429,True,False,False,False,False,True,
96,1235.821,0.0146478073644609,0.0710875770515833,0.000947057191825,0.0944721638655462,2774.136832685447,103.359375,-91.72203394941084,5,1,2.716734693877551,True,False,False,False,False,True,
97,1944.3627,0.0208086678379854,0.1216707271528089,0.0016532346051399,0.1970839478110374,3073.1606357320143,95.703125,-118.73358487641718,69,32,22.337596371882093,False,True,True,False,False,False,
98,1050.3553,0.0235661372365674,0.1125917475288247,0.0024517899312739,0.1091507344093784,2265.290874751497,143.5546875,-134.76649390326546,69,32,27.469206349206345,False,True,True,False,False,False,
99,905.57837,0.0297590235888825,0.1670175925884781,0.0049293735168369,0.0777554198182059,1554.9223198428338,71.77734375,-106.1935077075008,69,12,41.80340136054421,True,False,True,False,False,False,
100,1742.0656,0.0379714015215306,0.1451275497022661,0.0085607047667839,0.0790203525431485,2019.052844826076,107.66601562,-102.39978105945454,69,3,21.13015873015873,False,True,True,False,False,False,
101,1755.1996,0.041501874887623,0.172268887097218,0.002842090326289,0.1720538799579327,2595.8340542226188,172.265625,-97.68628964959576,69,19,20.201360544217685,False,True,True,False,False,False,
102,1001.8386,0.0187757000143441,0.0976501924421474,0.0021008178570778,0.0548095703125,1822.5499464201712,161.49902344,-23.112519367857583,0,1,1.935419501133787,True,False,False,False,False,True,
103,1767.1031,0.0213019913123832,0.09220476024657,0.0029913581049969,0.1562097364168413,2430.354719453011,151.99908088,-118.73510709047768,69,46,22.96453514739229,False,True,True,False,False,False,
104,419.39615,0.0311885987549484,0.1566536541541976,0.0009063641177223,0.058525390625,2486.166936219028,135.99917763,-113.76429707186588,5,1,2.310294784580499,False,True,False,False,False,True,
105,1162.6029,0.0387603192303392,0.2232912905500687,0.004872359868769,0.119705815018315,2797.7828049745485,123.046875,-87.67955576810772,69,1,18.55274376417233,False,True,True,False,False,False,
106,682.24164,0.0175923921214462,0.112696925951234,0.0016638128165136,0.0487432065217391,2159.9998574297056,198.76802885,-54.13175846413674,0,1,2.129886621315193,False,True,False,False,False,True,
107,883.2905,0.0266818137330946,0.1271195105246133,0.0011360072786571,0.0681809645432692,1861.1858213926955,123.046875,-31.72316025584369,3,1,1.1989115646258504,False,True,False,False,False,True,
108,1252.8906,0.0204319567468923,0.0810367353128926,0.0066495929836679,0.0919848913433908,1994.53359177274,135.99917763,-121.07408514855528,69,70,25.701315192743763,True,False,True,False,False,False,
109,711.0806,0.0148140874080998,0.097533996191676,0.0008927829381716,0.0547332763671875,2433.689281409336,184.5703125,11.19227738816373,4,1,1.463764172335601,True,False,False,False,False,True,
110,1189.4795,0.0230862696326716,0.1131479992978977,0.0200507352306584,0.07937552182729,1440.9051166594818,117.45383523,-56.46668144278897,69,2,18.15800453514739,False,True,True,False,False,False,
111,1698.1454,0.0128618533720864,0.1043969587171833,0.0006953586000202,0.1097598805147058,2594.713000969188,112.34714674,-41.69974421628274,6,1,1.954240362811792,False,True,False,False,False,True,
112,656.61176,0.0153094106384334,0.0829444509284332,0.0017373060771985,0.0860202595338983,2393.204435347867,151.99908088,-7.584593802194617,4,1,1.3643990929705216,True,False,False,False,False,True,
113,1098.552,0.0200889217046878,0.0843022612887808,0.0015979634337156,0.0487169715447154,1736.6576334187605,215.33203125,-111.31644097226928,6,2,2.229115646258504,False,True,False,False,False,True,
114,487.0727,0.0248380517922541,0.1731569596342461,0.0025564432588478,0.0193568638392857,803.5341715498822,99.38401442,-128.40015585031898,0,1,1.923628117913832,False,True,False,False,False,True,
115,1341.4454,0.0234461195068604,0.0987010175236779,0.0032373206717181,0.1170263457716557,2379.17406142085,107.66601562,-128.80897826364117,69,63,24.450612244897968,False,True,True,False,False,False,
116,876.5677,0.0174256782522723,0.1866638896721423,0.0002396741718153,0.0647045173267326,2845.786360939296,151.99908088,8.302348697362838,3,1,2.324126984126984,False,True,False,False,False,True,
117,543.73846,0.0198828186141797,0.1057811992579198,0.0047432891933877,0.0292779126213592,1271.1136222023194,86.1328125,-53.39825056100457,0,1,2.17687074829932,False,True,False,False,False,True,
118,1459.2103,0.0165178233897456,0.0778754944525017,0.0067951002586503,0.1758679131776588,2851.9464852141755,89.10290948,-88.28707657999489,69,26,24.93823129251701,True,False,True,False,False,False,
119,1145.3888,0.0223952155513514,0.0859217568225567,0.0012712248149952,0.1002215485074626,2252.991462641079,83.35433468,-42.35652003481676,4,1,1.5556009070294785,True,False,False,False,False,True,
120,1050.9385,0.0288764465791509,0.1309333148038081,0.004124823802721,0.0791062096363018,2255.5073556949765,143.5546875,-101.80613920141988,69,1,33.85469387755102,True,False,True,False,False,False,
121,1248.4908,0.0187013892726907,0.1021500743930108,0.0017771795492366,0.1783652038971066,3023.962760246244,123.046875,-118.289252956657,69,35,25.68126984126984,True,False,True,False,False,False,
122,865.22516,0.0124593764168228,0.0612168423456022,0.0230568768447638,0.0576267616421568,1780.8253682882937,172.265625,-48.61882953225989,0,2,1.9040362811791385,False,True,False,False,False,True,
123,1089.9083,0.0237933821370402,0.1004365292089199,0.0030353855195803,0.1109376983539268,1768.51697985365,117.45383523,-120.40808858108684,69,36,24.079092970521536,False,True,True,False,False,False,
124,1144.2563,0.0322403820187459,0.1296730301978301,0.0041666255366333,0.0737900390625,1821.251934870774,123.046875,-112.09532157741296,69,1,22.92625850340136,False,True,True,False,False,False,
125,831.03375,0.0198802418058955,0.0965262218821728,0.0093245500133481,0.0543172200520833,2001.08649696938,112.34714674,-46.93962705605705,6,3,2.4845351473922905,True,False,False,False,False,True,
126,1649.072,0.016753879199972,0.0976353531055048,0.0027120424148499,0.1946007920141406,3281.4543944489915,99.38401442,-103.33324274401468,69,32,24.241632653061217,False,True,True,False,False,False,
127,1370.5876,0.0208361678067842,0.1380370811742761,0.0027972640105137,0.1331410681098568,2031.8561791325376,75.99954044,-112.832712474693,69,14,18.088344671201813,True,False,True,False,False,False,
128,1573.5697,0.021196776123894,0.139004248577822,0.0056581376701031,0.1744620147841928,2487.4381515469404,143.5546875,-79.59522113875909,69,10,19.504761904761907,False,True,True,False,False,False,
129,602.9651,0.0153353024048452,0.0858169480490478,0.0019746365367116,0.038025323275862,1464.6329752287745,86.1328125,-120.09642379417376,5,1,1.8575963718820865,True,False,False,False,False,True,
130,615.10315,0.0160272941143766,0.0719241048778018,0.002709980963056,0.0339174107142857,1154.0606306697323,117.45383523,-100.5982277621184,2,2,3.4597732426303858,False,True,True,False,False,False,
131,1124.7871,0.0163015746768741,0.0832405401075369,0.0050397050795439,0.098953689897934,1686.2540123209849,123.046875,-115.90151192175622,69,50,30.255600907029475,True,False,True,False,False,False,
132,913.25055,0.0208967613214133,0.0898692809904846,0.0011381308076932,0.070293719951923,2331.873690857132,54.97839096,-62.81338634532199,5,1,1.7933786848072562,False,True,False,False,False,True,
133,1314.0782,0.0237665969754223,0.1036568338611041,0.0033694568256766,0.0999479166666666,1696.5567065020832,135.99917763,-117.52970611060714,69,30,20.45678004535148,False,True,True,False,False,False,
134,1278.3975,0.0289670379088213,0.1375775336319311,0.0076680558244428,0.0836463341346153,1835.368759983196,112.34714674,-101.54994497442432,69,18,18.390204081632653,True,False,True,False,False,False,
135,1009.2812,0.0148510049803232,0.0789248475332075,0.0182682439683107,0.0418098173945783,1905.2312336575856,143.5546875,10.791069017325457,1,2,1.850294784580499,False,True,False,False,False,True,
136,1203.7401,0.0252904042640514,0.0882612739270485,0.0014962143002798,0.089080810546875,2491.4249241390803,129.19921875,-17.573861906250087,4,1,1.479591836734694,True,False,False,False,False,True,
137,1739.2891,0.0146997631289874,0.0934836008640094,0.0011032169998428,0.2830389745487189,4193.093929340483,123.046875,-128.0816772093672,69,25,22.29115646258503,True,False,True,False,False,False,
138,1408.2744,0.0221701091737871,0.104084069538727,0.0043887364283078,0.1676921844482422,2034.4007397540468,78.30255682,-129.19401681805388,69,46,15.743129251700683,False,True,True,False,False,False,
139,835.5842,0.0155135366841036,0.0874252529562728,0.002919308706716,0.0816860856681034,2164.227841456888,92.28515625,-44.784555240050544,5,1,1.34140589569161,False,True,False,False,False,True,
140,546.2376,0.0208325113872498,0.1458040833116538,0.003582815742965,0.0427589416503906,2423.120498607349,89.10290948,-127.63901974347414,5,2,1.741496598639456,False,True,False,False,False,True,
141,1394.4645,0.03226826734299,0.1559557165388866,0.0002987303663408,0.0754488431490384,2511.527011697825,69.83741554,-80.83177929220238,0,1,2.4015419501133786,True,False,False,False,False,True,
142,1110.4819,0.0168819137069913,0.0868768167676942,0.0051627458812285,0.0654482298259493,2412.468205047421,184.5703125,-71.83736082227162,4,1,1.6580045351473922,True,False,False,False,False,True,
143,2201.411,0.0774503691226163,0.1810981322509543,0.0042892920039701,0.135569004002463,3389.464578384908,143.5546875,-97.547189489455,69,1,17.832925170068027,False,True,True,False,False,False,
144,1530.4427,0.0225467379797439,0.0981636004074038,0.0051206635974702,0.1146077993506964,1955.686753742532,99.38401442,-124.0760682246709,69,46,22.75555555555555,False,True,True,False,False,False,
145,1413.1089,0.0203950646557376,0.0996413411098636,0.00335726430966,0.133665401694829,2063.9176510406087,112.34714674,-105.10652535384928,69,28,22.198276643990926,True,False,True,False,False,False,
146,1215.6719,0.0197604076675229,0.1080401445077244,0.0046558510525815,0.2386550319934154,3516.703536413216,107.66601562,-89.16404734258438,69,24,22.29115646258504,True,False,True,False,False,False,
147,1600.4573,0.0339102403845622,0.1295095543270691,0.0126646288173186,0.1690691519474637,2799.8781475147075,135.99917763,-78.77684267160888,69,22,17.740045351473924,False,True,True,False,False,False,
148,1188.3439,0.018827739985088,0.1294402403456822,0.0018629747251999,0.0767719314759036,3202.460561927634,161.49902344,-146.04689980159242,6,3,1.9504761904761905,True,False,True,False,False,False,
149,1625.6613,0.0178074798651222,0.1038838054887132,0.0312300162908422,0.1428844105113636,2436.7267684788094,151.99908088,-65.02245459102623,69,11,23.82367346938776,True,False,True,False,False,False,
